INN;Name;site1;site2;site_list_org;orgname_keywords;orgname_keywords2;addr_keywords;site1_rates;site2_rates;site3_rates;site1_tot;site2_tot;site3_tot;site1_adr;site2_adr;site3_adr;site1_ul;site2_ul;site3_ul
7203162698;"ПАО ""Фортум""";fortum.ru;fortum.ru;0;['ФОРТУМ'];[];['ЧЕЛЯБИНСК', 'ТРАКТ'];[11, 0, 0, 0];[];[];11;0;0;0;0;0;0;0;0
3016059510;"ООО ""ЛУКОЙЛ-Астраханьэнерго""";astrahanenergo.lukoil.ru;astrahanenergo.lukoil.ru;www.lae.lukoil.ru;['ЛУКОЙЛ-АСТРАХАНЬЭНЕРГО'];[];['АСТРАХАНСКАЯ', 'АСТРАХАНЬ', 'АВГУСТОВСКАЯ'];[6, 0, 8, 0];[];[];14;0;0;8;0;0;0;0;0
3435098928;"ООО ""ЛУКОЙЛ-Волгоградэнерго""";volgogradenergo.lukoil.ru;volgogradenergo.lukoil.ru;www.volgogradenergo.lukoil.com;['ЛУКОЙЛ-ВОЛГОГРАДЭНЕРГО'];[];['ВОЛГОГРАДСКАЯ', 'ВОЛГОГРАД', 'МОЦАРТА'];[6, 0, 13, 0];[];[];19;0;0;13;0;0;0;0;0
2312159262;"ООО ""ЛУКОЙЛ-Кубаньэнерго""";kubanenergo.lukoil.ru;kubanenergo.lukoil.ru;http://kubanenergo.lukoil.ru;['ЛУКОЙЛ-КУБАНЬЭНЕРГО'];[];['КРАСНОДАРСКИЙ', 'КРАСНОДАР', 'ТРАМВАЙНАЯ'];[7, 0, 4, 0];[];[7, 0, 4, 0];11;0;11;4;0;4;0;0;0
6164288981;"ООО ""ЛУКОЙЛ-Ростовэнерго""";rostovenergo.lukoil.ru;rostovenergo.lukoil.ru;rostovenergo.lukoil.ru;['ЛУКОЙЛ-РОСТОВЭНЕРГО'];[];['РОСТОВСКАЯ', 'РОСТОВ-НА-ДОНУ', 'БЕРЕГОВАЯ'];[8, 0, 1, 0];[];[];9;0;0;1;0;0;0;0;0
6671156425;"ПАО ""Энел Россия""";enelrussia.ru;enelrussia.ru;#Н/Д;['ЭНЕЛ', 'РОССИЯ'];[];[];[24, 0, 0, 0];[];[];24;0;0;0;0;0;0;0;0
3123200083;"АО ""Первая сбытовая компания""";pskenergo.ru;pskenergo.ru;http://pskenergo.ru;['ПЕРВАЯ', 'СБЫТОВАЯ'];[];['БЕЛГОРОДСКАЯ', 'ШЕБЕКИНО', 'СВОБОДЫ'];[10, 0, 0, 0];[];[10, 0, 0, 0];10;0;10;0;0;0;0;0;0
4205173700;"АО ""Система""";sistema.ru;sistema.ru;zaosistema.ru;['СИСТЕМА'];[];['КЕМЕРОВСКАЯ', 'КЕМЕРОВО', 'СОВЕТСКИЙ'];[15, 0, 0, 0];[];[0, 0, 0, 0];15;0;0;0;0;0;0;0;0
5244009279;"АО ""Волга""";volga-paper.ru;volga-paper.ru;0;['ВОЛГА'];[];['НИЖЕГОРОДСКАЯ', 'БАЛАХНА', 'ГОРЬКОГО'];[4, 0, 0, 0];[];[];4;0;0;0;0;0;0;0;0
7721632827;"АО ""Концерн Росэнергоатом""";rosenergoatom.ru;rosenergoatom.ru;http://www.rosatom.ru;['КОНЦЕРН', 'РОСЭНЕРГОАТОМ'];['РОССИЙСКИЙ', 'ПРОИЗВОДСТВУ', 'ЭЛЕКТРИЧЕСКОЙ', 'ТЕПЛОВОЙ', 'ЭНЕРГИИ', 'АТОМНЫХ', 'СТАНЦИЯХ'];['МОСКВА', 'ОРДЫНКА'];[15, 4, 0, 0];[];[1, 7, 4, 2];19;0;14;0;0;4;0;0;2
2635116509;"АО ""Монокристалл""";monocrystal.ru;monocrystal.ru;www.monocrystal.com;['МОНОКРИСТАЛЛ'];[];['СТАВРОПОЛЬСКИЙ', 'СТАВРОПОЛЬ', 'КУЛАКОВА'];[10, 0, 1, 0];[];[2, 0, 0, 0];11;0;2;1;0;0;0;0;0
3604016496;"МУП ""БЭСО"" Борисоглебского городского округа Воронежской области";бэсо.рф;бэсо.рф;0;['БЭСО'];['БОРИСОГЛЕБСКАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['ВОРОНЕЖСКАЯ', 'БОРИСОГЛЕБСКИЙ', 'БОРИСОГЛЕБСК', 'СОВЕТСКАЯ'];[11, 3, 16, 2];[];[];32;0;0;16;0;0;2;0;0
3528000597;"ОАО ""Северсталь""";market.severstal.com;Металлопрокат;www.severstal.ru;['СЕВЕРСТАЛЬ'];[];['ВОЛОГОДСКАЯ', 'ЧЕРЕПОВЕЦ', 'МИРА'];[11, 0, 2, 0];[0, 0, 0, 0];[];13;0;0;2;0;0;0;0;0
6229054695;"ООО ""РГМЭК""";rgmek.ru;;www.rgmek.ru;['РГМЭК'];['РЯЗАНСКАЯ', 'ГОРОДСКАЯ', 'МУНИЦИПАЛЬНАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['РЯЗАНЬ', 'РАДИЩЕВА'];[0, 21, 0, 0];[];[0, 21, 0, 0];21;0;21;0;0;0;0;0;0
2628002660;"АО ""Горэлектросеть"" (г.Кисловодск)";ksbyt.ru;;0;['ГОРЭЛЕКТРОСЕТЬ'];[];['СТАВРОПОЛЬСКИЙ', 'КИСЛОВОДСК', 'ОДЕССКАЯ'];[];[];[];0;0;0;0;0;0;0;0;0
7111017002;"ООО ""Алексинэнергосбыт""";al-ensb.ru;al-ensb.ru;0;['АЛЕКСИНЭНЕРГОСБЫТ'];[];['ТУЛЬСКАЯ', 'АЛЕКСИН', 'ТУРГЕНЕВА'];[8, 0, 13, 1];[];[];22;0;0;13;0;0;1;0;0
7105037307;"АО ""ТНС энерго Тула""";tula.tns-e.ru;tula.tns-e.ru;www.respectif.ru;['ТНС', 'ЭНЕРГО', 'ТУЛА'];[];['ТУЛА', 'ПЛОТИНА'];[64, 0, 13, 0];[];[4, 0, 4, 0];77;0;8;13;0;4;0;0;0
5256049357;"ООО ""Автозаводская ТЭЦ""";atec.volgaenergo.ru;atec.volgaenergo.ru;http://atec.volgaenergo.ru;['АВТОЗАВОДСКАЯ', 'ТЭЦ'];[];['НОВГОРОД', 'ЛЕНИНА'];[0, 0, 0, 0];[];[0, 0, 0, 0];0;0;0;0;0;0;0;0;0
5256062171;"АО ""Волгаэнергосбыт""";volgaenergo.ru;volgaenergo.ru;www.volgaenergo.ru;['ВОЛГАЭНЕРГОСБЫТ'];[];['НОВГОРОД', 'ЛОСКУТОВА'];[0, 0, 0, 0];[];[];0;0;0;0;0;0;0;0;0
2631006583;Муниципальное унитарное предприятие городских электрических сетей г.Невинномысск;nevges.ru;о-предприятии/;#Н/Д;[];[];[];[0, 0, 0, 0];[0, 0, 0, 0];[];0;0;0;0;0;0;0;0;0
5046065560;"МУП ""Троицкая электросеть""";trelset.ru;trelset.ru;0;['ТРОИЦКАЯ', 'ЭЛЕКТРОСЕТЬ'];[];['МОСКОВСКАЯ', 'ТРОИЦК', 'ЛЕСНАЯ'];[14, 0, 13, 1];[];[];28;0;0;13;0;0;1;0;0
8601005865;"МП ""ГЭС""";mp-ges.ru;mp-ges.ru;0;['ГЭС'];['ГОРОДСКИЕ', 'ЭЛЕКТРИЧЕСКИЕ', 'СЕТИ'];['ТЮМЕНСКАЯ', 'ХАНТЫ-МАНСИЙСК', 'ДЗЕРЖИНСКОГО'];[28, 20, 6, 0];[];[];54;0;0;6;0;0;0;0;0
6629018839;"ООО ""НУЭСК""";vn44.ru;Электроэнергетика;0;['НУЭСК'];['НОВОУРАЛЬСКАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['СВЕРДЛОВСКАЯ', 'НОВОУРАЛЬСК', 'САДОВАЯ'];[0, 0, 9, 0];[0, 0, 3, 0];[];9;3;0;9;3;0;0;0;0
6155043551;"ООО ""Шахтинская ГТЭС""";shakhty-energy.ru;;http://shakhty-energy.ru;['ШАХТИНСКАЯ', 'ГТЭС'];['ГАЗОТУРБИННАЯ', 'ЭЛЕКТРОСТАНЦИЯ'];['РОСТОВСКАЯ', 'ШАХТЫ', 'ЭНЕРГЕТИКИ'];[3, 2, 0, 0];[];[3, 2, 0, 0];5;0;5;0;0;0;0;0;0
3803100520;"ЗАО ""БЭС""";besao.ru;besao.ru;#Н/Д;['БЭС'];[];[];[4, 0, 0, 0];[];[];4;0;0;0;0;0;0;0;0
6321211371;"АО ""ТЭК""";tek63.ru;communals.ru;0;['ТЭК'];['ТОЛЬЯТТИНСКАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['САМАРСКАЯ', 'ТОЛЬЯТТИ', 'ФРУНЗЕ'];[13, 10, 8, 1];[0, 0, 2, 0];[];32;2;0;8;2;0;1;0;0
5018141474;"ЗАО ""Королёвская электросеть СК""";kensbyt.ru;kensbyt.ru;#Н/Д;['КОРОЛЁВСКАЯ', 'ЭЛЕКТРОСЕТЬ'];[];[];[14, 0, 0, 0];[];[];14;0;0;0;0;0;0;0;0
7705454461;"АО ""СО ЕЭС""";so-ups.ru;so-ups.ru;http://www.so-cdu.ru/;['ЕЭС'];['СИСТЕМНЫЙ', 'ОПЕРАТОР', 'ЕДИНОЙ', 'ЭНЕРГЕТИЧЕСКОЙ', 'СИСТЕМЫ'];['МОСКВА', 'КИТАЙГОРОДСКИЙ'];[20, 28, 0, 0];[];[20, 28, 0, 0];48;0;48;0;0;0;0;0;0
7714737057;"АО ""Мосэнергобиржа""";moscow.cataloxy.ru;firms/www.mosenex.ru.htm;#Н/Д;['МОСЭНЕРГОБИРЖА'];[];[];[0, 0, 0, 0];[];[];0;0;0;0;0;0;0;0;0
6829012680;"ПАО ""КВАДРА""";quadra.ru;quadra.ru;0;['КВАДРА'];['КВАДРА-ГЕНЕРИРУЮЩАЯ'];['ТУЛА', 'ТИМИРЯЗЕВА'];[11, 0, 0, 0];[];[];11;0;0;0;0;0;0;0;0
1655189422;"АО ""ТГК-16""";tgc16.ru;tgc16.ru;tgc16.ru;['ТГК-16'];[];['ТАТАРСТАН', 'КАЗАНЬ', 'ЗИНИНА'];[19, 0, 9, 1];[];[];29;0;0;9;0;0;1;0;0
1651057954;"ООО ""Нижнекамская ТЭЦ""";nktec.tatneft.ru;nktec.tatneft.ru;0;['НИЖНЕКАМСКАЯ', 'ТЭЦ'];[];['ТАТАРСТАН', 'НИЖНЕКАМСК', 'ТЕР'];[19, 0, 15, 3];[];[];37;0;0;15;0;0;3;0;0
7321000069;"ОАО ""Ульяновскцемент""";eurocement.ru;cntnt/rus/production3/zavody1/…;www.eurocement.ru;['УЛЬЯНОВСКЦЕМЕНТ'];[];['УЛЬЯНОВСКАЯ', 'НОВОУЛЬЯНОВСК', 'ПРОМЫШЛЕННЫЙ'];[0, 0, 4, 4];[0, 0, 0, 0];[0, 0, 4, 4];8;0;8;4;0;4;4;0;4
2631054273;"АО ""Горэлектросеть"" (г.Невинномысск)";nevges.ru;;#Н/Д;['ГОРЭЛЕКТРОСЕТЬ'];[];[];[15, 0, 0, 0];[];[];15;0;0;0;0;0;0;0;0
7813323258;"АО ""Юго-Западная ТЭЦ""";uztec.ru;uztec.ru;#Н/Д;['ЮГО-ЗАПАДНАЯ', 'ТЭЦ'];[];[];[0, 0, 0, 0];[];[];0;0;0;0;0;0;0;0;0
1655063821;"ООО ""Ново-Рязанская ТЭЦ""";nrtec.ru;nrtec.ru;http://nrtec.ru;['НОВО-РЯЗАНСКАЯ', 'ТЭЦ'];[];['КАЗАНЬ', 'УНИВЕРСИТЕТСКАЯ'];[17, 0, 0, 0];[];[17, 0, 0, 0];17;0;17;0;0;0;0;0;0
4501121003;"ООО ""Курганская ТЭЦ""";kgk-kurgan.ru;Курганская ТЭЦ;0;['КУРГАНСКАЯ', 'ТЭЦ'];[];['КУРГАНСКАЯ', 'КУРГАН', 'ГОЛИКОВА'];[11, 0, 15, 0];[0, 0, 0, 0];[];26;0;0;15;0;0;0;0;0
6646009256;"АО ""НЛМК-Урал""";nlmk.shop;НЛМК-Групп;www.nsmmz.ru;['НЛМК-УРАЛ'];[];['СВЕРДЛОВСКАЯ', 'СЕРГИ', 'ЛЕНИНА'];[0, 0, 0, 0];[0, 0, 0, 0];[0, 0, 0, 0];0;0;0;0;0;0;0;0;0
275038496;"ООО ""ЭСКБ""";bashesk.ru;bashesk.ru;www.autoshinsnab.com;['ЭСКБ'];['ЭНЕРГЕТИЧЕСКАЯ', 'СБЫТОВАЯ', 'БАШКОРТОСТАНА'];['УФА', 'ДОСТОЕВСКОГО'];[1, 0, 1, 0];[];[0, 0, 0, 0];2;0;0;1;0;0;0;0;0
6623066650;"ООО ""НЭТ""";нэт62.рф;нэт62.рф;0;['НЭТ'];['НЕФТЕХИМ-ЭНЕРГОТРЕЙД'];['СВЕРДЛОВСКАЯ', 'ТАГИЛ'];[2, 0, 0, 0];[];[];2;0;0;0;0;0;0;0;0
3443062227;"ООО ""Волгоградоблэлектросбыт""";voes.ru;voes.ru;#Н/Д;['ВОЛГОГРАДОБЛЭЛЕКТРОСБЫТ'];[];[];[15, 0, 0, 0];[];[];15;0;0;0;0;0;0;0;0
7703552167;"ООО ""Транснефтьэнерго""";transneftenergo.transneft.ru;;http://transneftenergo.transneft.ru;['ТРАНСНЕФТЬЭНЕРГО'];[];['МОСКВА', 'ПРЕСНЕНСКАЯ'];[14, 0, 4, 2];[];[14, 0, 4, 2];20;0;20;4;0;4;2;0;2
;"ООО ""Независимая энергосбытовая компания""";nms-s.ru;ek72.ru;#Н/Д;['НЕЗАВИСИМАЯ', 'ЭНЕРГОСБЫТОВАЯ'];[];[];[2, 0, 0, 0];[0, 0, 0, 0];[];2;0;0;0;0;0;0;0;0
5260242233;"Общество с ограниченной ответственностью ""Нижегородская энергетическая компания""";nizhny-novgorod7m.ru;…energeticheskaya-kompaniya…;#Н/Д;['НИЖЕГОРОДСКАЯ', 'ЭНЕРГЕТИЧЕСКАЯ'];[];[];[7, 0, 0, 0];[2, 0, 0, 0];[];7;2;0;0;0;0;0;0;0
5254082550;"АО ""СГК""";sibgenco.ru;sibgenco.ru;0;['СГК'];['САРОВСКАЯ', 'ГЕНЕРИРУЮЩАЯ'];['НИЖЕГОРОДСКАЯ', 'САРОВ', 'МИРА'];[5, 4, 0, 0];[];[];9;0;0;0;0;0;0;0;0
8602153048;"ООО ""Сургутэнергосбыт""";surgutenergosbyt.ru;surgutenergosbyt.ru;www.surgutenergosbyt.ru;['СУРГУТЭНЕРГОСБЫТ'];['СУРГУТСКАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['АВТОНОМНЫЙ', 'СУРГУТ', 'КУКУЕВИЦКОГО'];[6, 2, 13, 1];[];[6, 2, 13, 1];22;0;22;13;0;13;1;0;1
2224132840;"АО ""Алтайкрайэнерго""";altke.ru;sk-altke.ru;www.altke.ru;['АЛТАЙКРАЙЭНЕРГО'];[];['БАРНАУЛ', 'ВОРОВСКОГО'];[3, 0, 2, 1];[9, 0, 2, 1];[3, 0, 2, 1];6;12;6;2;2;2;1;1;1
5254081010;"АО ""Обеспечение РФЯЦ-ВНИИЭФ""";obespechenie-vniief.ru;obespechenie-vniief.ru;0;['ОБЕСПЕЧЕНИЕ', 'РФЯЦ-ВНИИЭФ'];[];['НИЖЕГОРОДСКАЯ', 'САРОВ', 'МИРА'];[18, 0, 9, 0];[];[];27;0;0;9;0;0;0;0;0
7707576602;"ООО ""ЭнергоСервис""";energoservise.com;ens77.ru;0;['ЭНЕРГОСЕРВИС'];[];['МОСКВА'];[0, 0, 0, 0];[34, 0, 11, 11];[];0;56;0;0;11;0;0;11;0
2124009521;"ПАО ""Химпром""";himprom.com;himprom.com;www.himprom.chuvashia.com;['ХИМПРОМ'];[];['ЧУВАШИЯ', 'НОВОЧЕБОКСАРСК', 'ПРОМЫШЛЕННАЯ'];[24, 0, 7, 3];[];[0, 0, 0, 0];34;0;0;7;0;0;3;0;0
2205010540;"ООО ""Заринская горэлектросеть""";zges22.ru;weboffice.zges22.ru;http://zges.altai.ru;['ЗАРИНСКАЯ', 'ГОРЭЛЕКТРОСЕТЬ'];['ГОРОДСКАЯ', 'ЭЛЕКТРИЧЕСКАЯ', 'СЕТЬ'];['АЛТАЙСКИЙ', 'ЗАРИНСК', 'МОЛОДЕЖНАЯ'];[4, 2, 6, 0];[6, 3, 3, 0];[];12;12;0;6;3;0;0;0;0
3128011788;Открытое акционерное общество «Стойленский горно-обогатительный комбинат»;sgok.nlmk.com;Стойленский ГОК;#Н/Д;[];[];[];[0, 0, 0, 0];[0, 0, 0, 0];[];0;0;0;0;0;0;0;0;0
8601022317;"АО ""ЮТЭК""";yutec-hm.ru;utek-rs.ru;0;['ЮТЭК'];['ЮГОРСКАЯ', 'ТЕРРИТОРИАЛЬНАЯ', 'ЭНЕРГЕТИЧЕСКАЯ'];['ТЮМЕНСКАЯ', 'ХАНТЫ-МАНСИЙСК', 'ЧЕХОВА'];[25, 13, 0, 0];[17, 6, 2, 0];[];38;25;0;0;2;0;0;0;0
3015087458;"ООО ""ЛУКОЙЛ-Экоэнерго""";ekoenergo.lukoil.ru;ekoenergo.lukoil.ru;0;['ЛУКОЙЛ-ЭКОЭНЕРГО'];[];['АСТРАХАНЬ', 'НАБЕРЕЖНАЯ'];[8, 0, 1, 0];[];[];9;0;0;1;0;0;0;0;0
545019120;"ООО ""Каспэнергосбыт""";каспэнергосбыт.рф;каспэнергосбыт.рф;http://каспэнергосбыт.рф;['КАСПЭНЕРГОСБЫТ'];[];['ДАГЕСТАН', 'КАСПИЙСК', 'МАХАЧКАЛИНСКАЯ'];[11, 0, 4, 0];[];[11, 0, 4, 0];15;0;15;4;0;4;0;0;0
4632116134;"ООО ""ГРИНН энергосбыт""";energy.grinn-corp.ru;index.php;0;['ГРИНН', 'ЭНЕРГОСБЫТ'];[];['КУРСКАЯ', 'КУРСК', 'ВАТУТИНА'];[0, 0, 0, 0];[];[];0;0;0;0;0;0;0;0;0
4707021531;"ЗАО ""Энерговыбор-Усть-Луга""";enchoice-ustluga.ru;enchoice-ustluga.ru;http://enchoice-ustluga.ru;['ЭНЕРГОВЫБОР-УСТЬ-ЛУГА'];[];['ЛЕНИНГРАДСКАЯ', 'КИНГИСЕПП', 'МАРКСА', '25/2'];[0, 0, 0, 0];[];[0, 0, 0, 0];0;0;0;0;0;0;0;0;0
5501041254;"ОАО ""Газпромнефть-ОНПЗ""";onpz.gazprom-neft.ru;onpz.gazprom-neft.ru;transport.gazprom-neft.ru;['ГАЗПРОМНЕФТЬ-ОНПЗ'];['ГАЗПРОМНЕФТЬ-ОМСКИЙ', 'НПЗ'];['ОМСК', 'ГУБКИНА'];[];[];[];0;0;0;0;0;0;0;0;0
2204052762;"АО ""Бийскэнерго""";old.sibgenco.ru;companies/ao-biyskenergo/;www.biyskenergo.ru;['БИЙСКЭНЕРГО'];[];['АЛТАЙСКИЙ', 'БИЙСК'];[0, 0, 9, 8];[4, 0, 8, 8];[0, 0, 1, 1];17;20;2;9;8;1;8;8;1
7703599239;"ООО ""ЭНЕРГОСБЫТХОЛДИНГ""";enholding.ru;enholding.ru;0;['ЭНЕРГОСБЫТХОЛДИНГ'];[];['МОСКВА', 'ОЛЬХОВСКАЯ'];[5, 0, 1, 0];[];[];6;0;0;1;0;0;0;0;0
570006131;"ООО ""Дагестанэнерго""";dagtec.ru;dagtec.ru;0;['ДАГЕСТАНЭНЕРГО'];[];['ДАГЕСТАН', 'МАХАЧКАЛА', 'ПЕРВОГО'];[6, 0, 6, 0];[];[];12;0;0;6;0;0;0;0;0
5405270340;"АО ""СИБЭКО""";sibgenco.ru;companies/ao-sibeko/;0;['СИБЭКО'];['СИБИРСКАЯ', 'ЭНЕРГЕТИЧЕСКАЯ'];['НОВОСИБИРСКАЯ', 'НОВОСИБИРСК', 'ЧАПЛЫГИНА'];[0, 4, 1, 0];[35, 24, 29, 1];[];5;89;0;1;29;0;0;1;0
2420002597;"ПАО ""Богучанская ГЭС""";boges.ru;boges.ru;0;['БОГУЧАНСКАЯ', 'ГЭС'];[];['КРАСНОЯРСКИЙ', 'КОДИНСК', 'А/Я'];[100, 0, 8, 1];[];[];109;0;0;8;0;0;1;0;0
3525014344;"ГЭП ""Вологдаоблкоммунэнерго""";voce.ru;voce.ru;so-ups.ru;['ВОЛОГДАОБЛКОММУНЭНЕРГО'];[];['ВОЛОГДА', 'ГОРЬКОГО'];[12, 0, 12, 0];[];[0, 0, 0, 0];24;0;0;12;0;0;0;0;0
6658038117;"ЗАО Межотраслевой концерн ""Уралметпром""";уралметпром.рф;уралметпром.рф;уралметпром.рф;['УРАЛМЕТПРОМ'];[];['ЕКАТЕРИНБУРГ', 'ГОГОЛЯ'];[4, 0, 3, 1];[];[];8;0;0;3;0;0;1;0;0
2624033219;"ООО ""ЛУКОЙЛ-Ставропольэнерго""";stavropolenergo.lukoil.ru;stavropolenergo.lukoil.ru;0;['ЛУКОЙЛ-СТАВРОПОЛЬЭНЕРГО'];[];['СТАВРОПОЛЬСКИЙ', 'БУДЕННОВСК', 'ЛЮКСЕМБУРГ'];[7, 0, 4, 2];[];[];13;0;0;4;0;0;2;0;0
5048024231;"ООО ""ВН-Энерготрейд""";vn-energotrade.ru;vn-energotrade.ru;www.energotrade.net;['ВН-ЭНЕРГОТРЕЙД'];[];['МОСКОВСКАЯ', 'ЧЕХОВ', 'ГАГАРИНА'];[6, 0, 2, 1];[];[];9;0;0;2;0;0;1;0;0
7723006328;"Открытое акционерное общество ""Московский нефтеперерабатывающий завод""";mnpz.gazprom-neft.ru;mnpz.gazprom-neft.ru;mnpz.gazprom-neft.ru;['МОСКОВСКИЙ', 'НЕФТЕПЕРЕРАБАТЫВАЮЩИЙ'];['ГАЗПРОМНЕФТЬ-МОСКОВСКИЙ', 'НПЗ'];['МОСКВА', 'КАПОТНЯ', 'КВАРТАЛ'];[];[];[];0;0;0;0;0;0;0;0;0
5615002700;"ОАО ""Орскнефтеоргсинтез""";ornpz.ru;ornpz.ru;0;['ОРСКНЕФТЕОРГСИНТЕЗ'];[];['ОРЕНБУРГСКАЯ', 'ОРСК', 'ГОНЧАРОВА'];[0, 0, 0, 0];[];[];0;0;0;0;0;0;0;0;0
5321029508;"ПАО ""Акрон""";acron.ru;acron.ru;www.acron.ru;['АКРОН'];[];['НОВГОРОД', 'НОВГОРОД-12'];[];[];[];0;0;0;0;0;0;0;0;0
5754020600;"ООО ""Орловский энергосбыт""";interrao-orel.ru;;www.interrao-orel.ru;['ОРЛОВСКИЙ', 'ЭНЕРГОСБЫТ'];['ИНТЕР', 'РАО-ОРЛОВСКИЙ'];['ОРЛОВСКАЯ', 'ОРЁЛ', 'ПОЛЕССКАЯ'];[12, 4, 2, 1];[];[12, 4, 2, 1];19;0;19;2;0;2;1;0;1
7704784450;"АО ""Интер РАО - Электрогенерация""";irao-generation.ru;irao-generation.ru;#Н/Д;['ИНТЕР', 'РАО-ЭЛЕКТРОГЕНЕРАЦИЯ'];[];[];[8, 0, 0, 0];[];[];8;0;0;0;0;0;0;0;0
7704726225;"ОАО ""Оборонэнерго""";oboronenergo.su;oboronenergo.su;http://oboronenergo.su;['ОБОРОНЭНЕРГО'];[];['МОСКВА', 'РУСАКОВСКАЯ'];[5, 0, 0, 0];[];[5, 0, 0, 0];5;0;5;0;0;0;0;0;0
3908600865;"АО ""Янтарьэнергосбыт""";yantarenergosbyt.ru;yantarenergo.ru;yantarenergosbyt.ru;['ЯНТАРЬЭНЕРГОСБЫТ'];[];['КАЛИНИНГРАДСКАЯ', 'КАЛИНИНГРАД', 'ДАРВИНА'];[8, 0, 6, 0];[2, 0, 29, 0];[8, 0, 6, 0];14;31;14;6;29;6;0;0;0
1834051678;"ООО ""ЛАДА Ижевск""";ladaizhevsk.ru;Контакты;connected.su;['ЛАДА', 'ИЖЕВСК'];['ИЖЕВСКИЙ', 'АВТОМОБИЛЬНЫЙ'];['УДМУРТСКАЯ', 'ИЖЕВСК', 'АВТОЗАВОДСКАЯ'];[10, 6, 11, 1];[0, 0, 0, 0];[];28;0;0;11;0;0;1;0;0
5407025576;"АО ""Новосибирскэнергосбыт""";nskes.ru;nskes.ru;http://sibirenergo.ru;['НОВОСИБИРСКЭНЕРГОСБЫТ'];[];['НОВОСИБИРСКАЯ', 'НОВОСИБИРСК', 'ОРДЖОНИКИДЗЕ'];[7, 0, 54, 2];[];[7, 0, 54, 2];63;0;63;54;0;54;2;0;2
6658084667;"ООО ""ВИЗ-Сталь""";viz.nlmk.com;ru/;http://viz-steel.ru;['ВИЗ-СТАЛЬ'];[];['ЕКАТЕРИНБУРГ', 'КИРОВА'];[0, 0, 0, 0];[24, 0, 2, 1];[24, 0, 2, 1];0;27;27;0;2;2;0;1;1
1103029229;"ООО ""Инженерные изыскания""";ingizisk.ru;ingizisk.ru;0;['ИНЖЕНЕРНЫЕ', 'ИЗЫСКАНИЯ'];[];['КОМИ', 'ВОРКУТА', 'ИНДУСТРИИ'];[0, 0, 0, 0];[];[];0;0;0;0;0;0;0;0;0
277077282;"ООО ""БГК""";bgkrb.ru;bgkrb.ru;www.bgkrb.ru;['БГК'];['БАШКИРСКАЯ', 'ГЕНЕРИРУЮЩАЯ'];['УФА', 'ТЭЦ-4'];[];[];[];0;0;0;0;0;0;0;0;0
7817312063;"АО ""ГСР ТЭЦ""";gsrenergy.ru;company/gsr-tec/;0;['ГСР', 'ТЭЦ'];[];['САНКТ-ПЕТЕРБУРГ', 'КОЛПИНО', 'ЗАВОД'];[11, 0, 5, 1];[26, 0, 4, 0];[];17;30;0;5;4;0;1;0;0
7840346335;"АО ""Группа ""Илим""";ilimgroup.ru;ilimgroup.ru;http://ilimgroup.ru;['ГРУППА', 'ИЛИМ'];[];['САНКТ-ПЕТЕРБУРГ', 'МАРАТА'];[48, 0, 4, 1];[];[48, 0, 4, 1];53;0;53;4;0;4;1;0;1
1004001744;"АО ""Карельский окатыш""";karelskyokatysh.severstal.com;karelskyokatysh.severstal.com;0;['КАРЕЛЬСКИЙ', 'ОКАТЫШ'];[];['КАРЕЛИЯ', 'КОСТОМУКША', 'ЗВЕЗДНАЯ'];[22, 0, 3, 0];[];[];25;0;0;3;0;0;0;0;0
1658008723;"ПАО ""Казаньоргсинтез""";kazanorgsintez.ru;kazanorgsintez.ru;www.kcn.ru/tat_ru/economics/profiles/o/orgsint/orgsint.html;['КАЗАНЬОРГСИНТЕЗ'];['ОРГАНИЧЕСКИЙ', 'СИНТЕЗ'];['КАЗАНЬ', 'БЕЛОМОРСКАЯ'];[30, 37, 33, 1];[];[];101;0;0;33;0;0;1;0;0
5834038427;"ООО ""Маяк-Энергосервис""";mayakenergo.ru;mayakenergo.ru;www.mayakenergoservis.ru;['МАЯК-ЭНЕРГОСЕРВИС'];[];['ПЕНЗА', 'БУМАЖНИКОВ'];[1, 0, 1, 0];[];[];2;0;0;1;0;0;0;0;0
1651057270;"ООО ""ПЭСТ""";pestenergo.ru;pestenergo.ru;0;['ПЭСТ'];[];['ТАТАРСТАН', 'НИЖНЕКАМСКИЙ', 'НИЖНЕКАМСК', 'НИЖНЕКАМСКНЕФТЕХИМ'];[];[];[];0;0;0;0;0;0;0;0;0
7804403972;"АО ""ЭСК РусГидро""";esc.rushydro.ru;esc-rushydro.ru;0;['ЭСК', 'РУСГИДРО'];['ЭНЕРГОСБЫТОВАЯ'];['МОСКВА', 'ВЛАСОВА'];[];[];[];0;0;0;0;0;0;0;0;0
3305053027;"ООО ""Капитал""";kapital-am.ru;kapital-am.ru;0;['КАПИТАЛ'];[];['ВЛАДИМИР', 'ПИОНЕРСКАЯ'];[29, 0, 0, 0];[];[];29;0;0;0;0;0;0;0;0
